img_path;count
data\train\images\6610.tif;31
data\train\images\6611.tif;72
data\train\images\6612.tif;52
data\train\images\6613.tif;36
data\train\images\6614.tif;54
data\train\images\6615.tif;60
data\train\images\6616.tif;56
data\train\images\6617.tif;545
data\train\images\6618.tif;349
data\train\images\6619.tif;710
data\train\images\662.tif;340
data\train\images\6620.tif;44
data\train\images\6621.tif;366
data\train\images\6622.tif;1
data\train\images\6623.tif;413
data\train\images\6624.tif;134
data\train\images\6625.tif;430
data\train\images\6626.tif;192
data\train\images\6627.tif;204
data\train\images\6628.tif;524
data\train\images\6629.tif;339
data\train\images\663.tif;683
data\train\images\6630.tif;301
data\train\images\6631.tif;203
data\train\images\6632.tif;184
data\train\images\6633.tif;323
data\train\images\6634.tif;200
data\train\images\6635.tif;300
data\train\images\6636.tif;191
data\train\images\6637.tif;259
data\train\images\6638.tif;323
data\train\images\6639.tif;169
data\train\images\664.tif;47
data\train\images\6640.tif;255
data\train\images\6641.tif;227
data\train\images\6642.tif;395
data\train\images\6643.tif;363
data\train\images\6644.tif;225
data\train\images\6645.tif;483
data\train\images\6646.tif;224
data\train\images\6647.tif;343
data\train\images\6648.tif;51
data\train\images\6649.tif;357
data\train\images\665.tif;172
data\train\images\6650.tif;418
data\train\images\6651.tif;31
data\train\images\6652.tif;244
data\train\images\6653.tif;301
data\train\images\6654.tif;199
data\train\images\6655.tif;283
data\train\images\6656.tif;664
data\train\images\6657.tif;241
data\train\images\6658.tif;547
data\train\images\6659.tif;569
data\train\images\666.tif;544
data\train\images\6660.tif;238
data\train\images\6661.tif;296
data\train\images\6662.tif;277
data\train\images\6663.tif;383
data\train\images\6664.tif;256
data\train\images\6665.tif;356
data\train\images\6666.tif;271
data\train\images\6667.tif;105
data\train\images\6668.tif;530
data\train\images\6669.tif;459
data\train\images\667.tif;123
data\train\images\6670.tif;446
data\train\images\6671.tif;190
data\train\images\6672.tif;220
data\train\images\6673.tif;202
data\train\images\6674.tif;628
data\train\images\6675.tif;303
data\train\images\6676.tif;227
data\train\images\6677.tif;492
data\train\images\6678.tif;378
data\train\images\6679.tif;576
data\train\images\668.tif;466
data\train\images\6680.tif;237
data\train\images\6681.tif;295
data\train\images\6682.tif;240
data\train\images\6683.tif;50
data\train\images\6684.tif;271
data\train\images\6685.tif;160
data\train\images\6686.tif;184
data\train\images\6687.tif;402
data\train\images\6688.tif;339
data\train\images\6689.tif;507
data\train\images\669.tif;184
data\train\images\6690.tif;190
data\train\images\6691.tif;591
data\train\images\6692.tif;505
data\train\images\6693.tif;355
data\train\images\6694.tif;344
data\train\images\6695.tif;126
data\train\images\6696.tif;618
data\train\images\6697.tif;304
data\train\images\6698.tif;655
data\train\images\6699.tif;362
data\train\images\67.tif;29
data\train\images\670.tif;226
data\train\images\6700.tif;222
data\train\images\6701.tif;156
data\train\images\6702.tif;792
data\train\images\6703.tif;445
data\train\images\6704.tif;493
data\train\images\6705.tif;274
data\train\images\6706.tif;252
data\train\images\6707.tif;277
data\train\images\6708.tif;277
data\train\images\6709.tif;520
data\train\images\671.tif;563
data\train\images\6710.tif;312
data\train\images\6711.tif;308
data\train\images\6712.tif;586
data\train\images\6713.tif;305
data\train\images\6714.tif;248
data\train\images\6715.tif;145
data\train\images\6716.tif;476
data\train\images\6717.tif;228
data\train\images\6718.tif;221
data\train\images\6719.tif;562
data\train\images\672.tif;376
data\train\images\6720.tif;297
data\train\images\6721.tif;287
data\train\images\6722.tif;295
data\train\images\6723.tif;410
data\train\images\6724.tif;559
data\train\images\6725.tif;256
data\train\images\6726.tif;233
data\train\images\6727.tif;236
data\train\images\6728.tif;622
data\train\images\6729.tif;285
data\train\images\673.tif;43
data\train\images\6730.tif;376
data\train\images\6731.tif;393
data\train\images\6732.tif;502
data\train\images\6733.tif;216
data\train\images\6734.tif;254
data\train\images\6735.tif;364
data\train\images\6736.tif;505
data\train\images\6737.tif;317
data\train\images\6738.tif;108
data\train\images\6739.tif;343
data\train\images\674.tif;76
data\train\images\6740.tif;258
data\train\images\6741.tif;452
data\train\images\6742.tif;290
data\train\images\6743.tif;232
data\train\images\6744.tif;459
data\train\images\6745.tif;593
data\train\images\6746.tif;422
data\train\images\6747.tif;247
data\train\images\6748.tif;168
data\train\images\6749.tif;194
data\train\images\675.tif;318
data\train\images\6750.tif;455
data\train\images\6751.tif;256
data\train\images\6752.tif;207
data\train\images\6753.tif;767
data\train\images\6754.tif;591
data\train\images\6755.tif;242
data\train\images\6756.tif;208
data\train\images\6757.tif;481
data\train\images\6758.tif;332
data\train\images\6759.tif;365
data\train\images\676.tif;310
data\train\images\6760.tif;608
data\train\images\6761.tif;242
data\train\images\6762.tif;314
data\train\images\6763.tif;251
data\train\images\6764.tif;481
data\train\images\6765.tif;572
data\train\images\6766.tif;458
data\train\images\6767.tif;371
data\train\images\6768.tif;420
data\train\images\6769.tif;426
data\train\images\677.tif;571
data\train\images\6770.tif;585
data\train\images\6771.tif;228
data\train\images\6772.tif;152
data\train\images\6773.tif;217
data\train\images\6774.tif;535
data\train\images\6775.tif;251
data\train\images\6776.tif;558
data\train\images\6777.tif;345
data\train\images\6778.tif;512
data\train\images\6779.tif;572
data\train\images\678.tif;192
data\train\images\6780.tif;477
data\train\images\6781.tif;247
data\train\images\6782.tif;675
data\train\images\6783.tif;508
data\train\images\6784.tif;341
data\train\images\6785.tif;265
data\train\images\6786.tif;666
data\train\images\6787.tif;217
data\train\images\6788.tif;291
data\train\images\6789.tif;382
data\train\images\679.tif;338
data\train\images\6790.tif;219
data\train\images\6791.tif;59
data\train\images\6792.tif;353
data\train\images\6793.tif;314
data\train\images\6794.tif;330
data\train\images\6795.tif;541
data\train\images\6796.tif;393
data\train\images\6797.tif;284
data\train\images\6798.tif;513
data\train\images\6799.tif;294
data\train\images\68.tif;137
data\train\images\680.tif;264
data\train\images\6800.tif;467
data\train\images\6801.tif;525
data\train\images\6802.tif;405
data\train\images\6803.tif;520
data\train\images\6804.tif;495
data\train\images\6805.tif;323
data\train\images\6806.tif;422
data\train\images\6807.tif;305
data\train\images\6808.tif;378
data\train\images\6809.tif;336
data\train\images\681.tif;241
data\train\images\6810.tif;496
data\train\images\6811.tif;364
data\train\images\6812.tif;348
data\train\images\6813.tif;319
data\train\images\6814.tif;298
data\train\images\6815.tif;331
data\train\images\6816.tif;458
data\train\images\6817.tif;432
data\train\images\6818.tif;264
data\train\images\6819.tif;454
data\train\images\682.tif;479
data\train\images\6820.tif;446
data\train\images\6821.tif;361
data\train\images\6822.tif;420
data\train\images\6823.tif;167
data\train\images\6824.tif;446
data\train\images\6825.tif;495
data\train\images\6826.tif;628
data\train\images\6827.tif;609
data\train\images\6828.tif;390
data\train\images\6829.tif;182
data\train\images\683.tif;33
data\train\images\6830.tif;358
data\train\images\6831.tif;286
data\train\images\6832.tif;321
data\train\images\6833.tif;259
data\train\images\6834.tif;172
data\train\images\6835.tif;305
data\train\images\6836.tif;175
data\train\images\6837.tif;537
data\train\images\6838.tif;283
data\train\images\6839.tif;22
data\train\images\684.tif;463
data\train\images\6840.tif;514
data\train\images\6841.tif;252
data\train\images\6842.tif;633
data\train\images\6843.tif;479
data\train\images\6844.tif;289
data\train\images\6845.tif;380
data\train\images\6846.tif;523
data\train\images\6847.tif;394
data\train\images\6848.tif;297
data\train\images\6849.tif;440
data\train\images\685.tif;221
data\train\images\6850.tif;670
data\train\images\6851.tif;165
data\train\images\6852.tif;993
data\train\images\6853.tif;551
data\train\images\6854.tif;476
data\train\images\6855.tif;425
data\train\images\6856.tif;315
data\train\images\6857.tif;252
data\train\images\6858.tif;406
data\train\images\6859.tif;349
data\train\images\686.tif;265
data\train\images\6860.tif;302
data\train\images\6861.tif;418
data\train\images\6862.tif;323
data\train\images\6863.tif;220
data\train\images\6864.tif;400
data\train\images\6865.tif;557
data\train\images\6866.tif;460
data\train\images\6867.tif;435
data\train\images\6868.tif;991
data\train\images\6869.tif;381
data\train\images\687.tif;266
data\train\images\6870.tif;187
data\train\images\6871.tif;203
data\train\images\6872.tif;172
data\train\images\6873.tif;323
data\train\images\6874.tif;341
data\train\images\6875.tif;207
data\train\images\6876.tif;264
data\train\images\6877.tif;396
data\train\images\6878.tif;338
data\train\images\6879.tif;375
data\train\images\688.tif;234
data\train\images\6880.tif;213
data\train\images\6881.tif;92
data\train\images\6882.tif;375
data\train\images\6883.tif;428
data\train\images\6884.tif;295
data\train\images\6885.tif;113
data\train\images\6886.tif;374
data\train\images\6887.tif;668
data\train\images\6888.tif;765
data\train\images\6889.tif;703
data\train\images\689.tif;68
data\train\images\6890.tif;356
data\train\images\6891.tif;471
data\train\images\6892.tif;448
data\train\images\6893.tif;431
data\train\images\6894.tif;135
data\train\images\6895.tif;398
data\train\images\6896.tif;381
data\train\images\6897.tif;324
data\train\images\6898.tif;193
data\train\images\6899.tif;470
data\train\images\69.tif;49
data\train\images\690.tif;398
data\train\images\6900.tif;299
data\train\images\6901.tif;83
data\train\images\6902.tif;838
data\train\images\6903.tif;277
data\train\images\6904.tif;342
data\train\images\6905.tif;238
data\train\images\6906.tif;413
data\train\images\6907.tif;483
data\train\images\6908.tif;311
data\train\images\6909.tif;430
data\train\images\691.tif;153
data\train\images\6910.tif;323
data\train\images\6911.tif;608
data\train\images\6912.tif;559
data\train\images\6913.tif;821
data\train\images\6914.tif;278
data\train\images\6915.tif;274
data\train\images\6916.tif;266
data\train\images\6917.tif;501
data\train\images\6918.tif;349
data\train\images\6919.tif;235
data\train\images\692.tif;443
data\train\images\6920.tif;233
data\train\images\6921.tif;226
data\train\images\6922.tif;323
data\train\images\6923.tif;247
data\train\images\6924.tif;277
data\train\images\6925.tif;442
data\train\images\6926.tif;317
data\train\images\6927.tif;146
data\train\images\6928.tif;36
data\train\images\6929.tif;577
data\train\images\693.tif;339
data\train\images\6930.tif;480
data\train\images\6931.tif;47
data\train\images\6932.tif;504
data\train\images\6933.tif;203
data\train\images\6934.tif;824
data\train\images\6935.tif;499
data\train\images\6936.tif;153
data\train\images\6937.tif;220
data\train\images\6938.tif;525
data\train\images\6939.tif;438
data\train\images\694.tif;267
data\train\images\6940.tif;243
data\train\images\6941.tif;339
data\train\images\6942.tif;171
data\train\images\6943.tif;383
data\train\images\6944.tif;210
data\train\images\6945.tif;444
data\train\images\6946.tif;619
data\train\images\6947.tif;419
data\train\images\6948.tif;319
data\train\images\6949.tif;45
data\train\images\695.tif;405
data\train\images\6950.tif;455
data\train\images\6951.tif;263
data\train\images\6952.tif;289
data\train\images\6953.tif;227
data\train\images\6954.tif;453
data\train\images\6955.tif;306
data\train\images\6956.tif;469
data\train\images\6957.tif;271
data\train\images\6958.tif;432
data\train\images\6959.tif;539
data\train\images\696.tif;404
data\train\images\6960.tif;1043
data\train\images\6961.tif;169
data\train\images\6962.tif;197
data\train\images\6963.tif;181
data\train\images\6964.tif;501
data\train\images\6965.tif;554
data\train\images\6966.tif;216
data\train\images\6967.tif;219
data\train\images\6968.tif;160
data\train\images\6969.tif;338
data\train\images\697.tif;118
data\train\images\6970.tif;201
data\train\images\6971.tif;370
data\train\images\6972.tif;517
data\train\images\6973.tif;456
data\train\images\6974.tif;169
data\train\images\6975.tif;376
data\train\images\6976.tif;409
data\train\images\6977.tif;378
data\train\images\6978.tif;340
data\train\images\6979.tif;683
data\train\images\698.tif;312
data\train\images\6980.tif;47
data\train\images\6981.tif;172
data\train\images\6982.tif;544
data\train\images\6983.tif;123
data\train\images\6984.tif;466
data\train\images\6985.tif;184
data\train\images\6986.tif;226
data\train\images\6987.tif;563
data\train\images\6988.tif;376
data\train\images\6989.tif;43
data\train\images\699.tif;369
data\train\images\6990.tif;76
data\train\images\6991.tif;318
data\train\images\6992.tif;310
data\train\images\6993.tif;571
data\train\images\6994.tif;192
data\train\images\6995.tif;338
data\train\images\6996.tif;264
data\train\images\6997.tif;241
data\train\images\6998.tif;479
data\train\images\6999.tif;33
data\train\images\7.tif;43
data\train\images\70.tif;40
data\train\images\700.tif;255
data\train\images\7000.tif;463
data\train\images\7001.tif;221
data\train\images\7002.tif;265
data\train\images\7003.tif;266
data\train\images\7004.tif;234
data\train\images\7005.tif;68
data\train\images\7006.tif;398
data\train\images\7007.tif;153
data\train\images\7008.tif;443
data\train\images\7009.tif;339
data\train\images\701.tif;216
data\train\images\7010.tif;267
data\train\images\7011.tif;405
data\train\images\7012.tif;404
data\train\images\7013.tif;118
data\train\images\7014.tif;312
data\train\images\7015.tif;369
data\train\images\7016.tif;255
data\train\images\7017.tif;216
data\train\images\7018.tif;474
data\train\images\7019.tif;377
data\train\images\702.tif;474
data\train\images\7020.tif;508
data\train\images\7021.tif;259
data\train\images\7022.tif;353
data\train\images\7023.tif;202
data\train\images\7024.tif;209
data\train\images\7025.tif;257
data\train\images\7026.tif;390
data\train\images\7027.tif;343
data\train\images\7028.tif;275
data\train\images\7029.tif;142
data\train\images\703.tif;377
data\train\images\7030.tif;255
